CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,address_full,Address,cities,lat,long
50078782,BAR VELOCE,MANHATTAN,862,9TH AVE,10019.0,9178341687,Italian,6/18/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,6/18/2019,6/21/2019,Pre-permit (Operational) / Initial Inspection,862 9TH AVE 10019.0,862 9TH AVE 10019.0,"862 9th Ave, New York, NY 10019, USA",40.7670435,-73.9860102
50078782,BAR VELOCE,MANHATTAN,862,9TH AVE,10019.0,9178341687,Italian,6/18/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/18/2019,6/21/2019,Pre-permit (Operational) / Initial Inspection,862 9TH AVE 10019.0,862 9TH AVE 10019.0,"862 9th Ave, New York, NY 10019, USA",40.7670435,-73.9860102
50078958,EAST WIND SNACK,BROOKLYN,103,N 3RD ST,11249.0,9178252082,Chinese,6/4/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,A,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection,103 N 3RD ST 11249.0,103 N 3RD ST 11249.0,"103 N 3rd St, Brooklyn, NY 11249, USA",40.7169012,-73.9619613
50078958,EAST WIND SNACK,BROOKLYN,103,N 3RD ST,11249.0,9178252082,Chinese,6/4/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection,103 N 3RD ST 11249.0,103 N 3RD ST 11249.0,"103 N 3rd St, Brooklyn, NY 11249, USA",40.7169012,-73.9619613
50078965,OCEANVIEW BITES,BROOKLYN,BOARDWALK,AT WEST 8TH STREET,11224.0,7187411426,American,6/15/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,6/15/2019,6/21/2019,Pre-permit (Operational) / Initial Inspection,BOARDWALK AT WEST 8TH STREET 11224.0,BOARDWALK AT WEST 8TH STREET 11224.0,Error,0.0,0.0
50078965,OCEANVIEW BITES,BROOKLYN,BOARDWALK,AT WEST 8TH STREET,11224.0,7187411426,American,6/15/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,6/15/2019,6/21/2019,Pre-permit (Operational) / Initial Inspection,BOARDWALK AT WEST 8TH STREET 11224.0,BOARDWALK AT WEST 8TH STREET 11224.0,Error,0.0,0.0
50078965,OCEANVIEW BITES,BROOKLYN,BOARDWALK,AT WEST 8TH STREET,11224.0,7187411426,American,6/15/2019,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,9,A,6/15/2019,6/21/2019,Pre-permit (Operational) / Initial Inspection,BOARDWALK AT WEST 8TH STREET 11224.0,BOARDWALK AT WEST 8TH STREET 11224.0,Error,0.0,0.0
50079051,LATINO COFFEE SHOP & PIZZA,QUEENS,15019,LIBERTY AVE,11433.0,7188802591,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/7/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,A,6/7/2019,6/21/2019,Cycle Inspection / Re-inspection,15019 LIBERTY AVE 11433.0,15019 LIBERTY AVE 11433.0,"150-19 Liberty Ave, Jamaica, NY 11433, USA",40.698322,-73.801681
50079051,LATINO COFFEE SHOP & PIZZA,QUEENS,15019,LIBERTY AVE,11433.0,7188802591,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/7/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,6/7/2019,6/21/2019,Cycle Inspection / Re-inspection,15019 LIBERTY AVE 11433.0,15019 LIBERTY AVE 11433.0,"150-19 Liberty Ave, Jamaica, NY 11433, USA",40.698322,-73.801681
50079051,LATINO COFFEE SHOP & PIZZA,QUEENS,15019,LIBERTY AVE,11433.0,7188802591,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/7/2019,Violations were cited in the following area(s).,22G,,Not Applicable,9,A,6/7/2019,6/21/2019,Cycle Inspection / Re-inspection,15019 LIBERTY AVE 11433.0,15019 LIBERTY AVE 11433.0,"150-19 Liberty Ave, Jamaica, NY 11433, USA",40.698322,-73.801681
50079054,LONG WON,BROOKLYN,1845,ROCKAWAY PKWY,11236.0,6462203517,Chinese,6/4/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,10,A,6/4/2019,6/21/2019,Cycle Inspection / Initial Inspection,1845 ROCKAWAY PKWY 11236.0,1845 ROCKAWAY PKWY 11236.0,"1845 Rockaway Pkwy, Brooklyn, NY 11236, USA",40.6373194,-73.89334819999999
50079054,LONG WON,BROOKLYN,1845,ROCKAWAY PKWY,11236.0,6462203517,Chinese,6/4/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,6/4/2019,6/21/2019,Cycle Inspection / Initial Inspection,1845 ROCKAWAY PKWY 11236.0,1845 ROCKAWAY PKWY 11236.0,"1845 Rockaway Pkwy, Brooklyn, NY 11236, USA",40.6373194,-73.89334819999999
50079054,LONG WON,BROOKLYN,1845,ROCKAWAY PKWY,11236.0,6462203517,Chinese,6/4/2019,Violations were cited in the following area(s).,22G,,Not Applicable,10,A,6/4/2019,6/21/2019,Cycle Inspection / Initial Inspection,1845 ROCKAWAY PKWY 11236.0,1845 ROCKAWAY PKWY 11236.0,"1845 Rockaway Pkwy, Brooklyn, NY 11236, USA",40.6373194,-73.89334819999999
50079098,"RBQ BAR, RESTAURANT AND MARKET",QUEENS,9720,ROCKAWAY BEACH BLVD,11693.0,9178035678,Barbecue,6/5/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,23,B,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,9720 ROCKAWAY BEACH BLVD 11693.0,9720 ROCKAWAY BEACH BLVD 11693.0,"9720 Rockaway Beach Blvd, Rockaway Park, NY 11694, USA",40.5848001,-73.8194602
50079098,"RBQ BAR, RESTAURANT AND MARKET",QUEENS,9720,ROCKAWAY BEACH BLVD,11693.0,9178035678,Barbecue,6/5/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,23,B,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,9720 ROCKAWAY BEACH BLVD 11693.0,9720 ROCKAWAY BEACH BLVD 11693.0,"9720 Rockaway Beach Blvd, Rockaway Park, NY 11694, USA",40.5848001,-73.8194602
50079098,"RBQ BAR, RESTAURANT AND MARKET",QUEENS,9720,ROCKAWAY BEACH BLVD,11693.0,9178035678,Barbecue,6/5/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,23,B,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,9720 ROCKAWAY BEACH BLVD 11693.0,9720 ROCKAWAY BEACH BLVD 11693.0,"9720 Rockaway Beach Blvd, Rockaway Park, NY 11694, USA",40.5848001,-73.8194602
50079098,"RBQ BAR, RESTAURANT AND MARKET",QUEENS,9720,ROCKAWAY BEACH BLVD,11693.0,9178035678,Barbecue,6/5/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,B,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,9720 ROCKAWAY BEACH BLVD 11693.0,9720 ROCKAWAY BEACH BLVD 11693.0,"9720 Rockaway Beach Blvd, Rockaway Park, NY 11694, USA",40.5848001,-73.8194602
50079209,VENECIA PIZZARIA,STATEN ISLAND,1756,FOREST AVE,10303.0,7166662121,Pizza,6/11/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,6/11/2019,6/21/2019,Pre-permit (Operational) / Initial Inspection,1756 FOREST AVE 10303.0,1756 FOREST AVE 10303.0,"1756 Forest Ave, Staten Island, NY 10314, USA",40.624674,-74.14735689999999
50079209,VENECIA PIZZARIA,STATEN ISLAND,1756,FOREST AVE,10303.0,7166662121,Pizza,6/11/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,6/11/2019,6/21/2019,Pre-permit (Operational) / Initial Inspection,1756 FOREST AVE 10303.0,1756 FOREST AVE 10303.0,"1756 Forest Ave, Staten Island, NY 10314, USA",40.624674,-74.14735689999999
50079275,BLUE BOTTLE COFFEE,MANHATTAN,279,AMSTERDAM AVE,10023.0,3479359128,CafÃ©/Coffee/Tea,6/18/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,6/18/2019,6/21/2019,Pre-permit (Operational) / Initial Inspection,279 AMSTERDAM AVE 10023.0,279 AMSTERDAM AVE 10023.0,"279 Amsterdam Ave, New York, NY 10023, USA",40.7793132,-73.9808348
50079320,TANGRA MASALA,MANHATTAN,103,LEXINGTON AVE,10016.0,2128898818,Chinese,6/12/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,10,A,6/12/2019,6/21/2019,Pre-permit (Operational) / Initial Inspection,103 LEXINGTON AVE 10016.0,103 LEXINGTON AVE 10016.0,"200 Lexington Ave #103, New York, NY 10016, USA",40.7455918,-73.9807119
50079320,TANGRA MASALA,MANHATTAN,103,LEXINGTON AVE,10016.0,2128898818,Chinese,6/12/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,6/12/2019,6/21/2019,Pre-permit (Operational) / Initial Inspection,103 LEXINGTON AVE 10016.0,103 LEXINGTON AVE 10016.0,"200 Lexington Ave #103, New York, NY 10016, USA",40.7455918,-73.9807119
50079320,TANGRA MASALA,MANHATTAN,103,LEXINGTON AVE,10016.0,2128898818,Chinese,6/12/2019,Violations were cited in the following area(s).,22G,,Not Applicable,10,A,6/12/2019,6/21/2019,Pre-permit (Operational) / Initial Inspection,103 LEXINGTON AVE 10016.0,103 LEXINGTON AVE 10016.0,"200 Lexington Ave #103, New York, NY 10016, USA",40.7455918,-73.9807119
50079392,HEALTHY FAMILY FOOD & DELI,BROOKLYN,55,DRIGGS AVE,11222.0,9175782225,Delicatessen,6/18/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,6/18/2019,6/21/2019,Cycle Inspection / Initial Inspection,55 DRIGGS AVE 11222.0,55 DRIGGS AVE 11222.0,"55 Driggs Ave, Brooklyn, NY 11222, USA",40.7232133,-73.9410133
50079392,HEALTHY FAMILY FOOD & DELI,BROOKLYN,55,DRIGGS AVE,11222.0,9175782225,Delicatessen,6/18/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,6/18/2019,6/21/2019,Cycle Inspection / Initial Inspection,55 DRIGGS AVE 11222.0,55 DRIGGS AVE 11222.0,"55 Driggs Ave, Brooklyn, NY 11222, USA",40.7232133,-73.9410133
50079399,WAGAMAMA,MANHATTAN,605,3RD AVE,10158.0,6466502602,Asian,6/10/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,6/10/2019,6/21/2019,Cycle Inspection / Initial Inspection,605 3RD AVE 10158.0,605 3RD AVE 10158.0,"605 3rd Ave, New York, NY 10158, USA",40.7490074,-73.9751509
50079399,WAGAMAMA,MANHATTAN,605,3RD AVE,10158.0,6466502602,Asian,6/10/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,10,A,6/10/2019,6/21/2019,Cycle Inspection / Initial Inspection,605 3RD AVE 10158.0,605 3RD AVE 10158.0,"605 3rd Ave, New York, NY 10158, USA",40.7490074,-73.9751509
50079505,TONY'S FOOD DELI GROCERY CORP,QUEENS,11737,FARMERS BLVD,11412.0,9294050640,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/8/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,52,Z,6/8/2019,6/21/2019,Cycle Inspection / Re-inspection,11737 FARMERS BLVD 11412.0,11737 FARMERS BLVD 11412.0,"117-37 Farmers Blvd, Jamaica, NY 11412, USA",40.690625,-73.761968
50079505,TONY'S FOOD DELI GROCERY CORP,QUEENS,11737,FARMERS BLVD,11412.0,9294050640,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/8/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,52,Z,6/8/2019,6/21/2019,Cycle Inspection / Re-inspection,11737 FARMERS BLVD 11412.0,11737 FARMERS BLVD 11412.0,"117-37 Farmers Blvd, Jamaica, NY 11412, USA",40.690625,-73.761968
50079505,TONY'S FOOD DELI GROCERY CORP,QUEENS,11737,FARMERS BLVD,11412.0,9294050640,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/8/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,52,Z,6/8/2019,6/21/2019,Cycle Inspection / Re-inspection,11737 FARMERS BLVD 11412.0,11737 FARMERS BLVD 11412.0,"117-37 Farmers Blvd, Jamaica, NY 11412, USA",40.690625,-73.761968
50079505,TONY'S FOOD DELI GROCERY CORP,QUEENS,11737,FARMERS BLVD,11412.0,9294050640,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/8/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,52,Z,6/8/2019,6/21/2019,Cycle Inspection / Re-inspection,11737 FARMERS BLVD 11412.0,11737 FARMERS BLVD 11412.0,"117-37 Farmers Blvd, Jamaica, NY 11412, USA",40.690625,-73.761968
50079505,TONY'S FOOD DELI GROCERY CORP,QUEENS,11737,FARMERS BLVD,11412.0,9294050640,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/8/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,52,Z,6/8/2019,6/21/2019,Cycle Inspection / Re-inspection,11737 FARMERS BLVD 11412.0,11737 FARMERS BLVD 11412.0,"117-37 Farmers Blvd, Jamaica, NY 11412, USA",40.690625,-73.761968
50079505,TONY'S FOOD DELI GROCERY CORP,QUEENS,11737,FARMERS BLVD,11412.0,9294050640,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/8/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,52,Z,6/8/2019,6/21/2019,Cycle Inspection / Re-inspection,11737 FARMERS BLVD 11412.0,11737 FARMERS BLVD 11412.0,"117-37 Farmers Blvd, Jamaica, NY 11412, USA",40.690625,-73.761968
50079505,TONY'S FOOD DELI GROCERY CORP,QUEENS,11737,FARMERS BLVD,11412.0,9294050640,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/8/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,52,Z,6/8/2019,6/21/2019,Cycle Inspection / Re-inspection,11737 FARMERS BLVD 11412.0,11737 FARMERS BLVD 11412.0,"117-37 Farmers Blvd, Jamaica, NY 11412, USA",40.690625,-73.761968
50079505,TONY'S FOOD DELI GROCERY CORP,QUEENS,11737,FARMERS BLVD,11412.0,9294050640,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/8/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,52,Z,6/8/2019,6/21/2019,Cycle Inspection / Re-inspection,11737 FARMERS BLVD 11412.0,11737 FARMERS BLVD 11412.0,"117-37 Farmers Blvd, Jamaica, NY 11412, USA",40.690625,-73.761968
50079505,TONY'S FOOD DELI GROCERY CORP,QUEENS,11737,FARMERS BLVD,11412.0,9294050640,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/8/2019,Violations were cited in the following area(s).,22G,,Not Applicable,52,Z,6/8/2019,6/21/2019,Cycle Inspection / Re-inspection,11737 FARMERS BLVD 11412.0,11737 FARMERS BLVD 11412.0,"117-37 Farmers Blvd, Jamaica, NY 11412, USA",40.690625,-73.761968
50079576,LAS JUANAS RESTAURANTE ASADERO,QUEENS,9515,NORTHERN BLVD,11372.0,7188061124,Spanish,6/7/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13,A,6/7/2019,6/21/2019,Cycle Inspection / Re-inspection,9515 NORTHERN BLVD 11372.0,9515 NORTHERN BLVD 11372.0,"9515 Northern Blvd, Jackson Heights, NY 11372, USA",40.7570583,-73.8724773
50079576,LAS JUANAS RESTAURANTE ASADERO,QUEENS,9515,NORTHERN BLVD,11372.0,7188061124,Spanish,6/7/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/7/2019,6/21/2019,Cycle Inspection / Re-inspection,9515 NORTHERN BLVD 11372.0,9515 NORTHERN BLVD 11372.0,"9515 Northern Blvd, Jackson Heights, NY 11372, USA",40.7570583,-73.8724773
50079595,DOS TOROS,MANHATTAN,1,STATE ST,10004.0,6469218550,Mexican,6/10/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,7,A,6/10/2019,6/21/2019,Pre-permit (Operational) / Initial Inspection,1 STATE ST 10004.0,1 STATE ST 10004.0,"New York, NY 10004, USA",40.70276399999999,-74.01334659999999
50079595,DOS TOROS,MANHATTAN,1,STATE ST,10004.0,6469218550,Mexican,6/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,6/10/2019,6/21/2019,Pre-permit (Operational) / Initial Inspection,1 STATE ST 10004.0,1 STATE ST 10004.0,"New York, NY 10004, USA",40.70276399999999,-74.01334659999999
50079745,YARDIE'S JERK INC,QUEENS,19818,LINDEN BLVD,11412.0,7187495782,Caribbean,6/12/2019,Violations were cited in the following area(s).,02I,Food prepared from ingredients at ambient temperature not cooled to 41Âº F or below within 4 hours.,Critical,13,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,19818 LINDEN BLVD 11412.0,19818 LINDEN BLVD 11412.0,"198-18 Linden Blvd, Jamaica, NY 11412, USA",40.6938713,-73.75347529999999
50079745,YARDIE'S JERK INC,QUEENS,19818,LINDEN BLVD,11412.0,7187495782,Caribbean,6/12/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,19818 LINDEN BLVD 11412.0,19818 LINDEN BLVD 11412.0,"198-18 Linden Blvd, Jamaica, NY 11412, USA",40.6938713,-73.75347529999999
50079745,YARDIE'S JERK INC,QUEENS,19818,LINDEN BLVD,11412.0,7187495782,Caribbean,6/12/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,19818 LINDEN BLVD 11412.0,19818 LINDEN BLVD 11412.0,"198-18 Linden Blvd, Jamaica, NY 11412, USA",40.6938713,-73.75347529999999
50079840,EL NUEVO CAFE ESPANA,QUEENS,8103,ROOSEVELT AVE,11372.0,9173961007,Spanish,6/1/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,6/1/2019,6/21/2019,Pre-permit (Operational) / Initial Inspection,8103 ROOSEVELT AVE 11372.0,8103 ROOSEVELT AVE 11372.0,"81-03 Roosevelt Ave, Flushing, NY 11372, USA",40.7476963,-73.8846685
50079840,EL NUEVO CAFE ESPANA,QUEENS,8103,ROOSEVELT AVE,11372.0,9173961007,Spanish,6/1/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,6/1/2019,6/21/2019,Pre-permit (Operational) / Initial Inspection,8103 ROOSEVELT AVE 11372.0,8103 ROOSEVELT AVE 11372.0,"81-03 Roosevelt Ave, Flushing, NY 11372, USA",40.7476963,-73.8846685
50079892,DONUT CONNECTION/MIKE'S PLACE,BROOKLYN,6830,3RD AVE,11220.0,7182388921,CafÃ©/Coffee/Tea,6/19/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,6/19/2019,6/21/2019,Cycle Inspection / Re-inspection,6830 3RD AVE 11220.0,6830 3RD AVE 11220.0,Error,0.0,0.0
50079892,DONUT CONNECTION/MIKE'S PLACE,BROOKLYN,6830,3RD AVE,11220.0,7182388921,CafÃ©/Coffee/Tea,6/19/2019,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,7,A,6/19/2019,6/21/2019,Cycle Inspection / Re-inspection,6830 3RD AVE 11220.0,6830 3RD AVE 11220.0,Error,0.0,0.0
50079892,DONUT CONNECTION/MIKE'S PLACE,BROOKLYN,6830,3RD AVE,11220.0,7182388921,CafÃ©/Coffee/Tea,6/19/2019,Violations were cited in the following area(s).,22G,,Not Applicable,7,A,6/19/2019,6/21/2019,Cycle Inspection / Re-inspection,6830 3RD AVE 11220.0,6830 3RD AVE 11220.0,Error,0.0,0.0
50080197,ALLEY 41,QUEENS,13645,41ST AVE,11355.0,6462095959,Chinese,6/18/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,37,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,13645 41ST AVE 11355.0,13645 41ST AVE 11355.0,"136-45 41st Ave, Flushing, NY 11355, USA",40.7591218,-73.82800859999999
50080197,ALLEY 41,QUEENS,13645,41ST AVE,11355.0,6462095959,Chinese,6/18/2019,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,37,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,13645 41ST AVE 11355.0,13645 41ST AVE 11355.0,"136-45 41st Ave, Flushing, NY 11355, USA",40.7591218,-73.82800859999999
50080197,ALLEY 41,QUEENS,13645,41ST AVE,11355.0,6462095959,Chinese,6/18/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,37,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,13645 41ST AVE 11355.0,13645 41ST AVE 11355.0,"136-45 41st Ave, Flushing, NY 11355, USA",40.7591218,-73.82800859999999
50080197,ALLEY 41,QUEENS,13645,41ST AVE,11355.0,6462095959,Chinese,6/18/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,37,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,13645 41ST AVE 11355.0,13645 41ST AVE 11355.0,"136-45 41st Ave, Flushing, NY 11355, USA",40.7591218,-73.82800859999999
50080197,ALLEY 41,QUEENS,13645,41ST AVE,11355.0,6462095959,Chinese,6/18/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,37,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,13645 41ST AVE 11355.0,13645 41ST AVE 11355.0,"136-45 41st Ave, Flushing, NY 11355, USA",40.7591218,-73.82800859999999
50080197,ALLEY 41,QUEENS,13645,41ST AVE,11355.0,6462095959,Chinese,6/18/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,37,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,13645 41ST AVE 11355.0,13645 41ST AVE 11355.0,"136-45 41st Ave, Flushing, NY 11355, USA",40.7591218,-73.82800859999999
50080197,ALLEY 41,QUEENS,13645,41ST AVE,11355.0,6462095959,Chinese,6/18/2019,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,37,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,13645 41ST AVE 11355.0,13645 41ST AVE 11355.0,"136-45 41st Ave, Flushing, NY 11355, USA",40.7591218,-73.82800859999999
50080197,ALLEY 41,QUEENS,13645,41ST AVE,11355.0,6462095959,Chinese,6/18/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,37,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,13645 41ST AVE 11355.0,13645 41ST AVE 11355.0,"136-45 41st Ave, Flushing, NY 11355, USA",40.7591218,-73.82800859999999
50080197,ALLEY 41,QUEENS,13645,41ST AVE,11355.0,6462095959,Chinese,6/18/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,37,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,13645 41ST AVE 11355.0,13645 41ST AVE 11355.0,"136-45 41st Ave, Flushing, NY 11355, USA",40.7591218,-73.82800859999999
