CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50070383,KIMCHAYUL MYUNGPOOM GALBI,QUEENS,4122,162ND ST,11358,7188869292,Korean,6/12/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,26,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection
50070383,KIMCHAYUL MYUNGPOOM GALBI,QUEENS,4122,162ND ST,11358,7188869292,Korean,6/12/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection
50070383,KIMCHAYUL MYUNGPOOM GALBI,QUEENS,4122,162ND ST,11358,7188869292,Korean,6/12/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,26,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection
50070387,EMPANADAS MONUMENTAL,BRONX,752,ALLERTON AVE,10467,3479474700,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/13/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection
50070387,EMPANADAS MONUMENTAL,BRONX,752,ALLERTON AVE,10467,3479474700,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/13/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection
50070387,EMPANADAS MONUMENTAL,BRONX,752,ALLERTON AVE,10467,3479474700,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/13/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection
50070388,MANI IN PASTA,MANHATTAN,14,E 37TH ST,10016,6468705851,Italian,6/6/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,7,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
50070388,MANI IN PASTA,MANHATTAN,14,E 37TH ST,10016,6468705851,Italian,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
50070525,NOCHES DE PALENQUE,BRONX,561,SOUTHERN BLVD,10455,7186767661,Mexican,6/7/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,6,A,6/7/2019,6/21/2019,Cycle Inspection / Initial Inspection
50070525,NOCHES DE PALENQUE,BRONX,561,SOUTHERN BLVD,10455,7186767661,Mexican,6/7/2019,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,6,A,6/7/2019,6/21/2019,Cycle Inspection / Initial Inspection
50070525,NOCHES DE PALENQUE,BRONX,561,SOUTHERN BLVD,10455,7186767661,Mexican,6/7/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,6,A,6/7/2019,6/21/2019,Cycle Inspection / Initial Inspection
50070547,BONCHON,MANHATTAN,267,W 23RD ST,10011,6468961999,Korean,6/13/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
50070547,BONCHON,MANHATTAN,267,W 23RD ST,10011,6468961999,Korean,6/13/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
50070604,YUMMY CAFE HOUSE,BROOKLYN,1505,AVENUE U,11229,7189982229,Bakery,6/10/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,26,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
50070604,YUMMY CAFE HOUSE,BROOKLYN,1505,AVENUE U,11229,7189982229,Bakery,6/10/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
50070604,YUMMY CAFE HOUSE,BROOKLYN,1505,AVENUE U,11229,7189982229,Bakery,6/10/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,26,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
50070604,YUMMY CAFE HOUSE,BROOKLYN,1505,AVENUE U,11229,7189982229,Bakery,6/10/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
50070604,YUMMY CAFE HOUSE,BROOKLYN,1505,AVENUE U,11229,7189982229,Bakery,6/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,26,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
50070614,COCO FRESH TEA AND JUICE,MANHATTAN,79,MOTT ST,10013,3477324797,CafÃ©/Coffee/Tea,6/14/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,A,6/14/2019,6/21/2019,Cycle Inspection / Initial Inspection
50070644,HOW GREEK IT IS TOO!,STATEN ISLAND,1734,VICTORY BLVD,10314,7187204900,Greek,6/6/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,35,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
50070644,HOW GREEK IT IS TOO!,STATEN ISLAND,1734,VICTORY BLVD,10314,7187204900,Greek,6/6/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,35,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
50070644,HOW GREEK IT IS TOO!,STATEN ISLAND,1734,VICTORY BLVD,10314,7187204900,Greek,6/6/2019,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,35,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
50070644,HOW GREEK IT IS TOO!,STATEN ISLAND,1734,VICTORY BLVD,10314,7187204900,Greek,6/6/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,35,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
50070661,PINSHANG,QUEENS,2007,127TH ST,11356,7189715555,Chinese,6/15/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,21,Z,6/15/2019,6/21/2019,Pre-permit (Operational) / Re-inspection
50070661,PINSHANG,QUEENS,2007,127TH ST,11356,7189715555,Chinese,6/15/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,21,Z,6/15/2019,6/21/2019,Pre-permit (Operational) / Re-inspection
50070661,PINSHANG,QUEENS,2007,127TH ST,11356,7189715555,Chinese,6/15/2019,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,21,Z,6/15/2019,6/21/2019,Pre-permit (Operational) / Re-inspection
50070661,PINSHANG,QUEENS,2007,127TH ST,11356,7189715555,Chinese,6/15/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,21,Z,6/15/2019,6/21/2019,Pre-permit (Operational) / Re-inspection
50070663,GRANDPA'S BRICK OVEN PIZZA,MANHATTAN,4973,BROADWAY,10034,2123041185,Pizza,6/18/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,12,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
50070663,GRANDPA'S BRICK OVEN PIZZA,MANHATTAN,4973,BROADWAY,10034,2123041185,Pizza,6/18/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
50070665,HIBACHI BUFFET,BRONX,216,E 161ST ST,10451,7185901627,Chinese,6/5/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,43,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50070665,HIBACHI BUFFET,BRONX,216,E 161ST ST,10451,7185901627,Chinese,6/5/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,43,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50070665,HIBACHI BUFFET,BRONX,216,E 161ST ST,10451,7185901627,Chinese,6/5/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,43,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50070665,HIBACHI BUFFET,BRONX,216,E 161ST ST,10451,7185901627,Chinese,6/5/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,43,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50070665,HIBACHI BUFFET,BRONX,216,E 161ST ST,10451,7185901627,Chinese,6/5/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,43,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50070665,HIBACHI BUFFET,BRONX,216,E 161ST ST,10451,7185901627,Chinese,6/5/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,43,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50070730,591 CHICKEN CUTLET,QUEENS,13655,ROOSEVELT AVE,11354,3476679426,Chinese,6/13/2019,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,Z,6/13/2019,6/21/2019,Cycle Inspection / Reopening Inspection
50070804,PITA PAN,QUEENS,3715,30TH AVE,11103,7182041633,Greek,6/18/2019,Violations were cited in the following area(s).,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",Critical,18,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
50070804,PITA PAN,QUEENS,3715,30TH AVE,11103,7182041633,Greek,6/18/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,18,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
50070804,PITA PAN,QUEENS,3715,30TH AVE,11103,7182041633,Greek,6/18/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
50070808,DOWNEY'S BAR & GRILL,BRONX,5790,MOSHOLU AVE,10471,7185484939,American,6/4/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,6/4/2019,6/21/2019,Cycle Inspection / Initial Inspection
50070808,DOWNEY'S BAR & GRILL,BRONX,5790,MOSHOLU AVE,10471,7185484939,American,6/4/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,6/4/2019,6/21/2019,Cycle Inspection / Initial Inspection
50070808,DOWNEY'S BAR & GRILL,BRONX,5790,MOSHOLU AVE,10471,7185484939,American,6/4/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/4/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071013,FRIED CHICKEN WITH THE SAUCE EXPRESS,BROOKLYN,4605,CHURCH AVE,11203,7184841560,Caribbean,6/12/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,25,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection
50071013,FRIED CHICKEN WITH THE SAUCE EXPRESS,BROOKLYN,4605,CHURCH AVE,11203,7184841560,Caribbean,6/12/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,25,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection
50071013,FRIED CHICKEN WITH THE SAUCE EXPRESS,BROOKLYN,4605,CHURCH AVE,11203,7184841560,Caribbean,6/12/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,25,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection
50071042,CARIDAD RESTAURANT,QUEENS,9019,JAMAICA AVE,11421,7188477575,Spanish,6/5/2019,Violations were cited in the following area(s).,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65Âº F or above within 2 hours.,Critical,24,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50071042,CARIDAD RESTAURANT,QUEENS,9019,JAMAICA AVE,11421,7188477575,Spanish,6/5/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,24,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50071042,CARIDAD RESTAURANT,QUEENS,9019,JAMAICA AVE,11421,7188477575,Spanish,6/5/2019,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,24,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50071042,CARIDAD RESTAURANT,QUEENS,9019,JAMAICA AVE,11421,7188477575,Spanish,6/5/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50071047,HUTCH & WALDO COFFEE,MANHATTAN,247,E 81ST ST,10028,9174091399,CafÃ©/Coffee/Tea,6/3/2019,Violations were cited in the following area(s).,04O,Live animals other than fish in tank or service animal present in facility's food and/or non-food areas.,Critical,12,A,6/3/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071047,HUTCH & WALDO COFFEE,MANHATTAN,247,E 81ST ST,10028,9174091399,CafÃ©/Coffee/Tea,6/3/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/3/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071060,LAS MARGARITAS SUNSET,BROOKLYN,425,GRAHAM AVE,11211,3478897885,Mexican,6/11/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,18,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection
50071060,LAS MARGARITAS SUNSET,BROOKLYN,425,GRAHAM AVE,11211,3478897885,Mexican,6/11/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection
50071060,LAS MARGARITAS SUNSET,BROOKLYN,425,GRAHAM AVE,11211,3478897885,Mexican,6/11/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection
50071084,GRAND REPUBLIC,BROOKLYN,19,GREENPOINT AVE,11222,7183603639,American,6/11/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,6/11/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071084,GRAND REPUBLIC,BROOKLYN,19,GREENPOINT AVE,11222,7183603639,American,6/11/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,6/11/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071084,GRAND REPUBLIC,BROOKLYN,19,GREENPOINT AVE,11222,7183603639,American,6/11/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/11/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071103,FRESH & CO,MANHATTAN,444,10TH AVE,10001,2128672334,Sandwiches/Salads/Mixed Buffet,6/4/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection
50071105,TAVARES,QUEENS,9610,JAMAICA AVE,11421,7184410068,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/19/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10,A,6/19/2019,6/21/2019,Cycle Inspection / Re-inspection
50071105,TAVARES,QUEENS,9610,JAMAICA AVE,11421,7184410068,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/19/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,10,A,6/19/2019,6/21/2019,Cycle Inspection / Re-inspection
50071132,YOUZ SHANGHAI,QUEENS,13620,ROOSEVELT AVE,11354,7185302889,Chinese,6/19/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,26,Z,6/19/2019,6/21/2019,Cycle Inspection / Re-inspection
50071132,YOUZ SHANGHAI,QUEENS,13620,ROOSEVELT AVE,11354,7185302889,Chinese,6/19/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,26,Z,6/19/2019,6/21/2019,Cycle Inspection / Re-inspection
50071132,YOUZ SHANGHAI,QUEENS,13620,ROOSEVELT AVE,11354,7185302889,Chinese,6/19/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,26,Z,6/19/2019,6/21/2019,Cycle Inspection / Re-inspection
50071161,ABAYA THAI CUISINE,MANHATTAN,318,W 36TH ST,10018,2128683399,Thai,6/18/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
50071161,ABAYA THAI CUISINE,MANHATTAN,318,W 36TH ST,10018,2128683399,Thai,6/18/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,10,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
50071176,FULL KEE SEAFOOD RESTURANT,QUEENS,13614,38TH AVE,11354,7183580666,Chinese,6/5/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,38,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50071176,FULL KEE SEAFOOD RESTURANT,QUEENS,13614,38TH AVE,11354,7183580666,Chinese,6/5/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,38,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50071176,FULL KEE SEAFOOD RESTURANT,QUEENS,13614,38TH AVE,11354,7183580666,Chinese,6/5/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,38,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50071176,FULL KEE SEAFOOD RESTURANT,QUEENS,13614,38TH AVE,11354,7183580666,Chinese,6/5/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,38,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50071176,FULL KEE SEAFOOD RESTURANT,QUEENS,13614,38TH AVE,11354,7183580666,Chinese,6/5/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,38,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50071176,FULL KEE SEAFOOD RESTURANT,QUEENS,13614,38TH AVE,11354,7183580666,Chinese,6/5/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,38,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50071176,FULL KEE SEAFOOD RESTURANT,QUEENS,13614,38TH AVE,11354,7183580666,Chinese,6/5/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,38,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50071176,FULL KEE SEAFOOD RESTURANT,QUEENS,13614,38TH AVE,11354,7183580666,Chinese,6/5/2019,Violations were cited in the following area(s).,22G,,Not Applicable,38,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50071185,BAKER'S PIZZA + ESPRESSO,MANHATTAN,754,10TH AVE,10019,9172620722,Pizza,6/12/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection
50071185,BAKER'S PIZZA + ESPRESSO,MANHATTAN,754,10TH AVE,10019,9172620722,Pizza,6/12/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection
50071220,KINGS GRILL,BROOKLYN,1807,KINGS HWY,11229,7187596522,Middle Eastern,6/10/2019,Violations were cited in the following area(s).,02A,Food not cooked to required minimum temperature.,Critical,36,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
50071220,KINGS GRILL,BROOKLYN,1807,KINGS HWY,11229,7187596522,Middle Eastern,6/10/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,36,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
50071220,KINGS GRILL,BROOKLYN,1807,KINGS HWY,11229,7187596522,Middle Eastern,6/10/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,36,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
50071220,KINGS GRILL,BROOKLYN,1807,KINGS HWY,11229,7187596522,Middle Eastern,6/10/2019,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,36,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
50071220,KINGS GRILL,BROOKLYN,1807,KINGS HWY,11229,7187596522,Middle Eastern,6/10/2019,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,36,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
50071245,DELTA SKY CLUB,QUEENS,TERMINAL C,LAGUARDIA INTERNATIONAL AIRPORT,,7185653990,American,6/6/2019,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071281,SOSUA SEAFOOD,BRONX,57,W 170TH ST,10452,9179624242,Seafood,6/6/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071281,SOSUA SEAFOOD,BRONX,57,W 170TH ST,10452,9179624242,Seafood,6/6/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071281,SOSUA SEAFOOD,BRONX,57,W 170TH ST,10452,9179624242,Seafood,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection
