CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,address_full
50058252,SING FEI RESTAURANT,BRONX,263,E GUN HILL RD,10467.0,7187986677,Chinese,6/17/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,17,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,263 E GUN HILL RD 10467.0
50058252,SING FEI RESTAURANT,BRONX,263,E GUN HILL RD,10467.0,7187986677,Chinese,6/17/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,17,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,263 E GUN HILL RD 10467.0
50058252,SING FEI RESTAURANT,BRONX,263,E GUN HILL RD,10467.0,7187986677,Chinese,6/17/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,263 E GUN HILL RD 10467.0
50058293,JERK HOUSE CARIBBEAN RESTAURANT,BRONX,4246,WHITE PLAINS RD,10466.0,9177219050,Caribbean,6/12/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,26,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,4246 WHITE PLAINS RD 10466.0
50058293,JERK HOUSE CARIBBEAN RESTAURANT,BRONX,4246,WHITE PLAINS RD,10466.0,9177219050,Caribbean,6/12/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,26,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,4246 WHITE PLAINS RD 10466.0
50058293,JERK HOUSE CARIBBEAN RESTAURANT,BRONX,4246,WHITE PLAINS RD,10466.0,9177219050,Caribbean,6/12/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,4246 WHITE PLAINS RD 10466.0
50058293,JERK HOUSE CARIBBEAN RESTAURANT,BRONX,4246,WHITE PLAINS RD,10466.0,9177219050,Caribbean,6/12/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,4246 WHITE PLAINS RD 10466.0
50058350,XIANG ZHI RESTAURANT,BROOKLYN,5322,7TH AVE,11220.0,7184362039,Chinese,6/6/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,5322 7TH AVE 11220.0
50058350,XIANG ZHI RESTAURANT,BROOKLYN,5322,7TH AVE,11220.0,7184362039,Chinese,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,5322 7TH AVE 11220.0
50058350,XIANG ZHI RESTAURANT,BROOKLYN,5322,7TH AVE,11220.0,7184362039,Chinese,6/6/2019,Violations were cited in the following area(s).,22F,,Not Applicable,12,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,5322 7TH AVE 11220.0
50058350,XIANG ZHI RESTAURANT,BROOKLYN,5322,7TH AVE,11220.0,7184362039,Chinese,6/6/2019,Violations were cited in the following area(s).,22G,,Not Applicable,12,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,5322 7TH AVE 11220.0
50058382,ONE UP BISTRO,MANHATTAN,1404,MADISON AVE,10029.0,9174920697,Delicatessen,6/5/2019,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,12,A,6/5/2019,6/21/2019,Cycle Inspection / Initial Inspection,1404 MADISON AVE 10029.0
50058382,ONE UP BISTRO,MANHATTAN,1404,MADISON AVE,10029.0,9174920697,Delicatessen,6/5/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,6/5/2019,6/21/2019,Cycle Inspection / Initial Inspection,1404 MADISON AVE 10029.0
50058382,ONE UP BISTRO,MANHATTAN,1404,MADISON AVE,10029.0,9174920697,Delicatessen,6/5/2019,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,12,A,6/5/2019,6/21/2019,Cycle Inspection / Initial Inspection,1404 MADISON AVE 10029.0
50058382,ONE UP BISTRO,MANHATTAN,1404,MADISON AVE,10029.0,9174920697,Delicatessen,6/5/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/5/2019,6/21/2019,Cycle Inspection / Initial Inspection,1404 MADISON AVE 10029.0
50058388,SPOT DESSERT BAR,QUEENS,3916,PRINCE ST,11354.0,7184828712,CafÃ©/Coffee/Tea,6/11/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,6/11/2019,6/21/2019,Cycle Inspection / Initial Inspection,3916 PRINCE ST 11354.0
50058527,NEW DRAGON,MANHATTAN,2413A,2ND AVE,10035.0,2124271786,Chinese,6/11/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,6/11/2019,6/21/2019,Cycle Inspection / Initial Inspection,2413A 2ND AVE 10035.0
50058527,NEW DRAGON,MANHATTAN,2413A,2ND AVE,10035.0,2124271786,Chinese,6/11/2019,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,8,A,6/11/2019,6/21/2019,Cycle Inspection / Initial Inspection,2413A 2ND AVE 10035.0
50058659,JOJO'S PHILOSOPHY,MANHATTAN,169,BLEECKER ST,10012.0,6466697930,American,6/12/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection,169 BLEECKER ST 10012.0
50058659,JOJO'S PHILOSOPHY,MANHATTAN,169,BLEECKER ST,10012.0,6466697930,American,6/12/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection,169 BLEECKER ST 10012.0
50058659,JOJO'S PHILOSOPHY,MANHATTAN,169,BLEECKER ST,10012.0,6466697930,American,6/12/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection,169 BLEECKER ST 10012.0
50058745,RICO CHIMI BROOKLYN,BROOKLYN,2928,ATLANTIC AVE,11207.0,3477157272,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/12/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,35,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,2928 ATLANTIC AVE 11207.0
50058745,RICO CHIMI BROOKLYN,BROOKLYN,2928,ATLANTIC AVE,11207.0,3477157272,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/12/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,35,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,2928 ATLANTIC AVE 11207.0
50058745,RICO CHIMI BROOKLYN,BROOKLYN,2928,ATLANTIC AVE,11207.0,3477157272,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/12/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,35,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,2928 ATLANTIC AVE 11207.0
50058745,RICO CHIMI BROOKLYN,BROOKLYN,2928,ATLANTIC AVE,11207.0,3477157272,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/12/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,35,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,2928 ATLANTIC AVE 11207.0
50058745,RICO CHIMI BROOKLYN,BROOKLYN,2928,ATLANTIC AVE,11207.0,3477157272,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/12/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,35,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,2928 ATLANTIC AVE 11207.0
50058751,CIRCLE LINE: BRONX,MANHATTAN,PIER 83,W 42ND ST @ HUDSON RIVER,10036.0,2126308889,American,6/11/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,6/11/2019,6/21/2019,Cycle Inspection / Initial Inspection,PIER 83 W 42ND ST @ HUDSON RIVER 10036.0
50058751,CIRCLE LINE: BRONX,MANHATTAN,PIER 83,W 42ND ST @ HUDSON RIVER,10036.0,2126308889,American,6/11/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,6/11/2019,6/21/2019,Cycle Inspection / Initial Inspection,PIER 83 W 42ND ST @ HUDSON RIVER 10036.0
50058791,EVERYMAN ESPRESSO,BROOKLYN,162,5TH AVE,11217.0,9179417635,CafÃ©/Coffee/Tea,6/6/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,162 5TH AVE 11217.0
50058791,EVERYMAN ESPRESSO,BROOKLYN,162,5TH AVE,11217.0,9179417635,CafÃ©/Coffee/Tea,6/6/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,162 5TH AVE 11217.0
50058791,EVERYMAN ESPRESSO,BROOKLYN,162,5TH AVE,11217.0,9179417635,CafÃ©/Coffee/Tea,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,162 5TH AVE 11217.0
50058806,FRESH 2 GO DELI,MANHATTAN,607,9TH AVE,10036.0,3473711337,Delicatessen,6/17/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,6,A,6/17/2019,6/21/2019,Cycle Inspection / Initial Inspection,607 9TH AVE 10036.0
50058806,FRESH 2 GO DELI,MANHATTAN,607,9TH AVE,10036.0,3473711337,Delicatessen,6/17/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,6/17/2019,6/21/2019,Cycle Inspection / Initial Inspection,607 9TH AVE 10036.0
50058819,FAMOUS FAMIGLIA PIZZA,MANHATTAN,1248,LEXINGTON AVE,10028.0,2127377777,Pizza/Italian,6/18/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,1248 LEXINGTON AVE 10028.0
50058819,FAMOUS FAMIGLIA PIZZA,MANHATTAN,1248,LEXINGTON AVE,10028.0,2127377777,Pizza/Italian,6/18/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,1248 LEXINGTON AVE 10028.0
50058819,FAMOUS FAMIGLIA PIZZA,MANHATTAN,1248,LEXINGTON AVE,10028.0,2127377777,Pizza/Italian,6/18/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,1248 LEXINGTON AVE 10028.0
50058908,CAFE ERZULIE,BROOKLYN,894,BROADWAY,11206.0,9172242314,CafÃ©/Coffee/Tea,6/10/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,27,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,894 BROADWAY 11206.0
50058908,CAFE ERZULIE,BROOKLYN,894,BROADWAY,11206.0,9172242314,CafÃ©/Coffee/Tea,6/10/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,27,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,894 BROADWAY 11206.0
50058908,CAFE ERZULIE,BROOKLYN,894,BROADWAY,11206.0,9172242314,CafÃ©/Coffee/Tea,6/10/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,27,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,894 BROADWAY 11206.0
50058908,CAFE ERZULIE,BROOKLYN,894,BROADWAY,11206.0,9172242314,CafÃ©/Coffee/Tea,6/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,894 BROADWAY 11206.0
50058927,BLUE DOOR SOUVLAKIA,BROOKLYN,8413,3RD AVE,11209.0,3478860125,Greek,6/12/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,9,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection,8413 3RD AVE 11209.0
50058927,BLUE DOOR SOUVLAKIA,BROOKLYN,8413,3RD AVE,11209.0,3478860125,Greek,6/12/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection,8413 3RD AVE 11209.0
50058935,THE WILLIAMSBURG HOTEL,BROOKLYN,96,WYTHE AVE,11249.0,7183628100,American,6/12/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,19,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,96 WYTHE AVE 11249.0
50058935,THE WILLIAMSBURG HOTEL,BROOKLYN,96,WYTHE AVE,11249.0,7183628100,American,6/12/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,96 WYTHE AVE 11249.0
50058935,THE WILLIAMSBURG HOTEL,BROOKLYN,96,WYTHE AVE,11249.0,7183628100,American,6/12/2019,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,19,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,96 WYTHE AVE 11249.0
50058935,THE WILLIAMSBURG HOTEL,BROOKLYN,96,WYTHE AVE,11249.0,7183628100,American,6/12/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,19,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,96 WYTHE AVE 11249.0
50058935,THE WILLIAMSBURG HOTEL,BROOKLYN,96,WYTHE AVE,11249.0,7183628100,American,6/12/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,96 WYTHE AVE 11249.0
50058951,JAJAJA PLANTAS MEXICANA,MANHATTAN,162,E BROADWAY,10002.0,6468835453,Vegetarian,6/11/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,25,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,162 E BROADWAY 10002.0
50058951,JAJAJA PLANTAS MEXICANA,MANHATTAN,162,E BROADWAY,10002.0,6468835453,Vegetarian,6/11/2019,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,25,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,162 E BROADWAY 10002.0
50058951,JAJAJA PLANTAS MEXICANA,MANHATTAN,162,E BROADWAY,10002.0,6468835453,Vegetarian,6/11/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,25,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,162 E BROADWAY 10002.0
50058951,JAJAJA PLANTAS MEXICANA,MANHATTAN,162,E BROADWAY,10002.0,6468835453,Vegetarian,6/11/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,25,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,162 E BROADWAY 10002.0
50058951,JAJAJA PLANTAS MEXICANA,MANHATTAN,162,E BROADWAY,10002.0,6468835453,Vegetarian,6/11/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,25,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,162 E BROADWAY 10002.0
50058951,JAJAJA PLANTAS MEXICANA,MANHATTAN,162,E BROADWAY,10002.0,6468835453,Vegetarian,6/11/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,162 E BROADWAY 10002.0
50058951,JAJAJA PLANTAS MEXICANA,MANHATTAN,162,E BROADWAY,10002.0,6468835453,Vegetarian,6/11/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,162 E BROADWAY 10002.0
50058968,NANA RAMEN,BROOKLYN,330,MALCOLM X BLVD,11233.0,9292100589,Asian,6/18/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,9,A,6/18/2019,6/21/2019,Cycle Inspection / Initial Inspection,330 MALCOLM X BLVD 11233.0
50058968,NANA RAMEN,BROOKLYN,330,MALCOLM X BLVD,11233.0,9292100589,Asian,6/18/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,6/18/2019,6/21/2019,Cycle Inspection / Initial Inspection,330 MALCOLM X BLVD 11233.0
50058968,NANA RAMEN,BROOKLYN,330,MALCOLM X BLVD,11233.0,9292100589,Asian,6/18/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,6/18/2019,6/21/2019,Cycle Inspection / Initial Inspection,330 MALCOLM X BLVD 11233.0
50058975,HOME FRITE,BROOKLYN,1047,BEDFORD AVE,11216.0,3476273266,American,6/15/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/15/2019,6/21/2019,Cycle Inspection / Initial Inspection,1047 BEDFORD AVE 11216.0
50058975,HOME FRITE,BROOKLYN,1047,BEDFORD AVE,11216.0,3476273266,American,6/15/2019,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,12,A,6/15/2019,6/21/2019,Cycle Inspection / Initial Inspection,1047 BEDFORD AVE 11216.0
50058975,HOME FRITE,BROOKLYN,1047,BEDFORD AVE,11216.0,3476273266,American,6/15/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/15/2019,6/21/2019,Cycle Inspection / Initial Inspection,1047 BEDFORD AVE 11216.0
50059018,NY GYRO XPRESS,MANHATTAN,154,8TH AVE,10011.0,6464846072,Mediterranean,6/6/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,20,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,154 8TH AVE 10011.0
50059018,NY GYRO XPRESS,MANHATTAN,154,8TH AVE,10011.0,6464846072,Mediterranean,6/6/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,20,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,154 8TH AVE 10011.0
50059018,NY GYRO XPRESS,MANHATTAN,154,8TH AVE,10011.0,6464846072,Mediterranean,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,154 8TH AVE 10011.0
50059025,NANYANG KITCHEN,QUEENS,5908,MAIN ST,11355.0,7183218822,Thai,6/18/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,7,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,5908 MAIN ST 11355.0
50059051,OBSESSIVE CHOCOLATE DISORDER,MANHATTAN,63,E 4TH ST,10003.0,2127776363,Nuts/Confectionary,6/13/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,4,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection,63 E 4TH ST 10003.0
50059051,OBSESSIVE CHOCOLATE DISORDER,MANHATTAN,63,E 4TH ST,10003.0,2127776363,Nuts/Confectionary,6/13/2019,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,4,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection,63 E 4TH ST 10003.0
50059089,LA ROJA DE TODOS,QUEENS,10802B,NORTHERN BLVD,11368.0,7184243055,Chilean,6/14/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,6/14/2019,6/21/2019,Cycle Inspection / Re-inspection,10802B NORTHERN BLVD 11368.0
50059089,LA ROJA DE TODOS,QUEENS,10802B,NORTHERN BLVD,11368.0,7184243055,Chilean,6/14/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,6/14/2019,6/21/2019,Cycle Inspection / Re-inspection,10802B NORTHERN BLVD 11368.0
50059089,LA ROJA DE TODOS,QUEENS,10802B,NORTHERN BLVD,11368.0,7184243055,Chilean,6/14/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12,A,6/14/2019,6/21/2019,Cycle Inspection / Re-inspection,10802B NORTHERN BLVD 11368.0
50059103,JIN FENG YUAN,BROOKLYN,5318,8TH AVE,11220.0,7186333383,Chinese,6/10/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,18,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,5318 8TH AVE 11220.0
50059103,JIN FENG YUAN,BROOKLYN,5318,8TH AVE,11220.0,7186333383,Chinese,6/10/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,18,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,5318 8TH AVE 11220.0
50059103,JIN FENG YUAN,BROOKLYN,5318,8TH AVE,11220.0,7186333383,Chinese,6/10/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,18,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,5318 8TH AVE 11220.0
50059126,CIELITO LINDO BISTRO,BROOKLYN,665,NOSTRAND AVE,11216.0,9293259689,Mexican,6/13/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,9,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,665 NOSTRAND AVE 11216.0
50059126,CIELITO LINDO BISTRO,BROOKLYN,665,NOSTRAND AVE,11216.0,9293259689,Mexican,6/13/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,9,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,665 NOSTRAND AVE 11216.0
